timestamp,latitude,longitude,temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,iwv,cape,cloud_top_temp,thunderstorm_label,cloudburst_label,flash_flood_label
2025-06-01T00:00:00,20.2961,85.8245,28.29758912915246,90.31616510212274,13.6,6.24,41.97,930.87,-22.82,0,0,0
2025-06-01T01:00:00,20.2961,85.8245,27.60281073928923,78.36647510712832,12.22,0.65,50.63,1383.72,-30.66,0,0,0
2025-06-01T02:00:00,20.2961,85.8245,24.763088895994127,87.48115864875547,9.55,0.0,24.2,718.86,-32.49,0,0,0
2025-06-01T03:00:00,20.2961,85.8245,30.127094055037016,93.21099380386667,8.09,0.28,38.54,287.63,-34.11,0,0,0
2025-06-01T04:00:00,20.2961,85.8245,25.8268672131323,91.82621407275738,14.92,0.0,33.19,854.15,-20.18,0,0,0
2025-06-01T05:00:00,20.2961,85.8245,29.590583707607372,61.582955111868834,35.47,111.6,82.53,3280.68,-74.65,1,1,0
2025-06-01T06:00:00,20.2961,85.8245,26.35822620185868,64.93234787411669,6.92,6.87,29.93,208.35,-39.31,0,0,0
2025-06-01T07:00:00,20.2961,85.8245,27.12956781504512,90.20861990564578,13.76,7.47,42.66,1443.87,-28.96,0,0,0
2025-06-01T08:00:00,20.2961,85.8245,26.305376181632965,91.05244599017144,22.08,2.11,25.93,1549.82,-38.28,0,0,0
2025-06-01T09:00:00,20.2961,85.8245,30.014543755979957,78.2956490283698,23.97,7.86,29.7,962.1,-28.64,0,0,0
2025-06-01T10:00:00,20.2961,85.8245,29.05700099318645,74.36340230624704,20.42,0.0,34.81,969.57,-26.66,0,0,0
2025-06-01T11:00:00,20.2961,85.8245,32.474559958796085,88.128522691469,18.01,1.94,31.69,1371.86,-38.41,0,0,0
2025-06-01T12:00:00,20.2961,85.8245,27.896522827601714,88.63051680728725,13.46,1.45,48.97,1087.78,-29.61,0,0,0
2025-06-01T13:00:00,20.2961,85.8245,28.501817274946802,78.15767176101781,17.72,1.02,16.76,1172.76,-37.31,0,0,0
2025-06-01T14:00:00,20.2961,85.8245,26.02224146179043,81.33475168929638,8.56,2.91,30.46,1701.98,-48.39,0,0,0
2025-06-01T15:00:00,20.2961,85.8245,27.73550533898035,94.49776589387102,11.55,5.39,32.73,1001.97,-37.07,0,0,0
2025-06-01T16:00:00,20.2961,85.8245,33.152047156798034,82.17353987663131,10.19,0.0,44.14,425.1,-28.81,0,0,0
2025-06-01T17:00:00,20.2961,85.8245,31.620768246906138,77.92325704047484,25.24,0.53,30.95,1038.45,-27.61,0,0,0
2025-06-01T18:00:00,20.2961,85.8245,28.51718786941081,71.93732228675904,18.72,5.68,43.19,388.56,-42.32,0,0,0
2025-06-01T19:00:00,20.2961,85.8245,36.61748814880799,63.25859687320647,23.18,8.22,35.15,1278.06,-30.79,0,0,0
2025-06-01T20:00:00,20.2961,85.8245,32.65121239094033,65.65700499331149,18.71,9.5,26.48,1595.36,-41.94,0,0,0
2025-06-01T21:00:00,20.2961,85.8245,32.9753169845426,84.92627274716375,21.3,3.87,39.81,1423.7,-44.73,0,0,0
2025-06-01T22:00:00,20.2961,85.8245,31.82160675488603,63.27861687398324,17.55,6.85,31.99,434.79,-24.85,0,0,0
2025-06-01T23:00:00,20.2961,85.8245,30.613880011075988,80.19163596192257,22.26,7.39,27.04,614.11,-36.92,0,0,0
2025-06-02T00:00:00,20.2961,85.8245,28.58818454870655,92.91605045235201,15.25,0.0,26.75,982.74,-27.18,0,0,0
2025-06-02T01:00:00,20.2961,85.8245,27.973574862183856,65.93224613401324,21.27,0.74,37.01,1370.17,-28.78,0,0,0
2025-06-02T02:00:00,20.2961,85.8245,26.573189325828917,88.32764044174797,40.33,167.49,81.32,3179.23,-47.01,1,1,1
2025-06-02T03:00:00,20.2961,85.8245,29.021919118221895,84.56884070401962,23.62,3.12,40.44,1128.6,-28.02,0,0,0
2025-06-02T04:00:00,20.2961,85.8245,26.432213246511896,76.29593063463611,15.99,0.0,39.86,1088.09,-47.01,0,0,0
2025-06-02T05:00:00,20.2961,85.8245,27.9955482578158,86.94977435845138,9.64,0.93,23.69,1178.65,-34.36,0,0,0
2025-06-02T06:00:00,20.2961,85.8245,31.486297932814626,89.25930421792721,41.96,186.41,76.32,2145.89,-39.32,1,1,1
2025-06-02T07:00:00,20.2961,85.8245,24.16331807847643,83.1069081851206,16.91,1.33,31.83,1830.65,-37.54,0,0,0
2025-06-02T08:00:00,20.2961,85.8245,25.16024080021061,60.50377210204145,10.62,0.0,41.02,1825.68,-20.25,0,0,0
2025-06-02T09:00:00,20.2961,85.8245,28.68464448576076,73.94766570390807,7.23,2.9,36.1,1936.0,-42.46,0,0,0
2025-06-02T10:00:00,20.2961,85.8245,36.04399078535097,83.05427710666308,15.35,2.36,50.34,1661.63,-38.73,0,0,0
2025-06-02T11:00:00,20.2961,85.8245,32.84162228503239,76.03885116720308,3.62,6.24,36.38,1030.45,-33.99,0,0,0
2025-06-02T12:00:00,20.2961,85.8245,29.62279478385716,89.5706358839309,12.08,5.2,43.49,1035.49,-35.87,0,0,0
2025-06-02T13:00:00,20.2961,85.8245,30.743942402107173,69.87121003999573,17.17,7.76,33.02,822.26,-23.38,0,0,0
2025-06-02T14:00:00,20.2961,85.8245,32.48581195324032,91.58935173378484,23.05,50.03,70.29,2617.13,-71.08,1,0,0
2025-06-02T15:00:00,20.2961,85.8245,28.609570836896946,87.7052665304047,33.52,129.49,92.13,3347.81,-56.88,1,1,0
2025-06-02T16:00:00,20.2961,85.8245,31.411439154128775,65.00470887184926,13.15,0.0,32.41,995.59,-20.84,0,0,0
2025-06-02T17:00:00,20.2961,85.8245,31.61762477429144,62.96931999298172,18.35,0.83,42.91,1678.94,-33.37,0,0,0
2025-06-02T18:00:00,20.2961,85.8245,33.710096841628015,64.15862706938252,13.9,20.45,63.9,2848.03,-46.15,1,0,0
2025-06-02T19:00:00,20.2961,85.8245,30.205135166296824,90.40096948663111,14.35,5.6,40.58,586.38,-22.74,0,0,0
2025-06-02T20:00:00,20.2961,85.8245,30.493994873736348,84.35120411446161,15.15,3.49,39.79,1006.3,-41.18,0,0,0
2025-06-02T21:00:00,20.2961,85.8245,26.575105143934547,66.58424059033165,28.14,7.36,55.23,616.33,-33.53,0,0,0
2025-06-02T22:00:00,20.2961,85.8245,34.62851251764766,88.48282568974321,17.05,0.0,21.01,737.12,-33.8,0,0,0
2025-06-02T23:00:00,20.2961,85.8245,27.592473043685885,69.56924751757472,48.92,154.1,70.64,3515.39,-49.9,1,1,1
2025-06-03T00:00:00,20.2961,85.8245,28.57286154493612,78.21076953163276,25.76,127.91,73.84,2635.05,-54.29,1,1,0
2025-06-03T01:00:00,20.2961,85.8245,29.498264397524455,64.69053299577243,21.16,3.85,38.92,1775.63,-25.77,0,0,0
2025-06-03T02:00:00,20.2961,85.8245,33.333016375945434,91.6455543072812,4.61,0.83,49.91,1438.91,-37.74,0,0,0
2025-06-03T03:00:00,20.2961,85.8245,29.992101671191797,71.50630636006278,40.07,109.81,81.51,2782.42,-43.2,1,1,0
2025-06-03T04:00:00,20.2961,85.8245,25.822359434333144,65.91272720752576,22.73,31.73,49.67,3736.44,-60.4,1,0,0
2025-06-03T05:00:00,20.2961,85.8245,22.151592529877604,61.37592489443846,15.34,0.0,31.48,720.49,-36.53,0,0,0
2025-06-03T06:00:00,20.2961,85.8245,30.73851320464956,72.96652359769837,10.58,7.26,42.12,1602.32,-39.96,0,0,0
2025-06-03T07:00:00,20.2961,85.8245,26.036192462610376,68.48646762721553,40.76,24.29,79.67,3002.44,-74.25,1,0,0
2025-06-03T08:00:00,20.2961,85.8245,31.64491927084835,77.445476962517,25.12,0.0,31.95,288.87,-43.65,0,0,0
2025-06-03T09:00:00,20.2961,85.8245,28.428983965749175,72.70788037395224,8.78,10.62,38.62,569.36,-30.69,0,0,0
2025-06-03T10:00:00,20.2961,85.8245,27.53862384870591,69.97833090428465,11.1,0.0,45.41,1954.71,-30.5,0,0,0
2025-06-03T11:00:00,20.2961,85.8245,26.277309013875207,80.0064441314465,36.94,108.07,90.31,3255.25,-52.97,1,1,0
2025-06-03T12:00:00,20.2961,85.8245,20.777135466620894,64.01928886587213,16.68,0.18,45.46,619.13,-43.02,0,0,0
2025-06-03T13:00:00,20.2961,85.8245,24.166983170134337,71.78114973678723,31.7,0.0,25.81,1398.87,-32.86,0,0,0
2025-06-03T14:00:00,20.2961,85.8245,36.301544235207245,72.21038932900484,10.66,8.53,33.18,1380.13,-28.83,0,0,0
2025-06-03T15:00:00,20.2961,85.8245,29.341188380638943,67.05695620167106,14.28,5.44,39.36,1044.7,-22.36,0,0,0
2025-06-03T16:00:00,20.2961,85.8245,30.082335274020284,73.73557875979223,1.75,5.72,35.45,840.47,-26.72,0,0,0
2025-06-03T17:00:00,20.2961,85.8245,26.46936511326359,68.1274443301386,21.31,0.0,36.0,1650.53,-52.84,0,0,0
2025-06-03T18:00:00,20.2961,85.8245,29.860823783672895,78.67113821917125,32.09,33.03,60.5,3214.38,-61.15,1,0,0
2025-06-03T19:00:00,20.2961,85.8245,26.4317485222734,79.94613897049608,19.98,0.7,39.45,1124.11,-41.8,0,0,0
2025-06-03T20:00:00,20.2961,85.8245,26.06370885265308,65.24710995720709,13.38,8.19,41.83,1166.83,-39.08,0,0,0
2025-06-03T21:00:00,20.2961,85.8245,34.6303874376742,72.09935977263719,17.48,7.35,44.06,538.92,-24.15,0,0,0
2025-06-03T22:00:00,20.2961,85.8245,25.62353285810487,81.40089824021267,16.68,6.27,23.77,1748.02,-35.44,0,0,0
2025-06-03T23:00:00,20.2961,85.8245,30.414405071407987,81.23502662339996,10.26,5.41,38.88,1362.88,-33.21,0,0,0
2025-06-04T00:00:00,20.2961,85.8245,32.28257455541284,73.96509463545456,15.33,0.0,50.75,744.39,-36.01,0,0,0
2025-06-04T01:00:00,20.2961,85.8245,29.219953901565212,72.14336206636797,19.94,0.0,36.74,786.56,-48.24,0,0,0
